date,tussin,(TOPIC)087cyy,flu stomach pain,cold flu symptoms,(TOPIC)028tns,ear thermometer,the flu virus,robitussin,tessalon,fever symptoms,bronchitis,best over the counter flu medicine + cold and flu _4d7536f3,symptoms of cold,sinus medicine,h1n1,what is a fever,fever with flu,chest cold,food poisoning symptoms,(TOPIC)08pr_0,avian flu california + avian flu symptoms in human_20e1d83d,body temperature,avian bird flu + avian flu h5n1 + avian flu sympto_b1d3aa48,the flue,best over the counter flu medicine + cold and flu _53c4abfe,cure flu,symptoms of fever,best over the counter flu medicine + cold and flu _54270b99,stomach flu diarrhea,(TOPIC)09gh4jl + best flu medicine + best medicine_e404534b,cold symptoms 2024 + flu 2024 + flu a symptoms 202_2775c645,(TOPIC)0j5fv,rsv symptoms,(TOPIC)03t8j0,dangerous fever,pandemic,flu texas,symptoms of the flu,2024 flu strain + cold and flu medicine for kids + is the spanish flu influenza,(TOPIC)0b2cnj,(TOPIC)0n073,alka seltzer cold and cough + cold vs sinus infect_75a01e90,epidemic,(TOPIC)09gh4jl + best flu medicine + best medicine_ac91b042,sinus,stomach virus symptoms,what is the flu,pneumonia,how long does the flu last,how long does flu last,(TOPIC)05s5v6,period flu,fever and chills,flu headache,(TOPIC)06n3pj,i have the flu,(TOPIC)0416v7,stomach virus,symptoms of pneumonia,covid + covid deaths + covid incubation period + covid vs flu vs cold + incubation period for covid + medicine for covid + spanish flu vs covid,how long contagious,spanish flu,tussionex,flu cough,human temperature,nausea,the flu symptoms,flu test,sinus infections,strep,oscillococcinum,(TOPIC)06p_bp,(TOPIC)0b76bty,advil cold and flu + allergies vs cold + best cold_2d4fc80d,current flu symptoms + flu type a treatment + how long am i contagious with the flu + type a influenza symptoms,taking temperature,influenza a vs b symptoms + medicine for flu and cough + stomach flu vs stomach bug,symptoms of stomach flu,best medicine for cold,normal body,acute bronchitis,braun thermoscan,period fever,walking pneumonia,influenza symptoms,advil cold and flu + allergies vs cold + best cold_46a6a780,avian flu 2024 + avian flu in milk + bird flu 2024_7be51fa5,thermoscan,food poisoning,(TOPIC)0gxb2,incubation period,fever,stomach flu,(TOPIC)09gh4jl + best flu medicine + best medicine_c82ee129,cold flu,advil cold and flu + allergies vs cold + best cold_7dd0ee04,break a fever,congestion medicine,flu remedies,pneumonia symptoms,low body,avian flu humans + avian flu in chickens + avian f_de498a91,the flu,best cough medicine,(TOPIC)0g9pc,vomiting,flu treatment,best cold medicine,normal body temperature,avian flu news + avian flu outbreak + bird flu out_804ade0a,reduce fever,cold and cough,flu virus,(TOPIC)0683jy,(TOPIC)01b_21,treat flu,flu like symptoms,avian flu,strep throat,cdc,stomach flu symptoms,expectorant,best flu medicine for adults + children's tylenol _617fc234,(TOPIC)01c751,symptoms of a cold,(TOPIC)0cjf0,upper respiratory,flu incubation,flu medicine,avian flu california + avian flu symptoms in human_58835c33,stomach flu virus,flu children,flu and fever,tylenol extra strength,avian flu california + avian flu symptoms in human_44b9fefd,dry cough,avian flu california + avian flu symptoms in human_d16842ee,cold symptoms,fever flu symptoms,best flu medicine for adults + children's tylenol _c6535e4a,signs of flu,fever reducer,advil cold and flu + allergies vs cold + best cold_52555453,symptoms of bronchitis,cough and sore throat,cough and fever,flu care,best flu medicine for adults + children's tylenol _de4e67e7,flu a symptoms,difference in flu type a and b + flu b incubation _f0f3f08e,1918 spanish flu + cold vs flu vs allergies + covi_511e8a4a,high fever
2003-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.97134801132006,0.0,140.4348510342578,446.52105315777135,180.6225426327476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.4971822336383,0.0,157.7131538085606,0.0,0.0,0.0,0.0,0.0,0.0,2300.7443995732187,0.0,211.8534116047773,0.0,1231.0074610171894,0.0,154.27259191350032,921.1373611001032,0.0,0.0,240.62839327265004,0.0,0.0,0.0,335.10763759997417,0.0,234.8207515919657,144.80211873308616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.03498192894364,0.0,0.0,135.81352558867857,709.9604895713686,0.0,0.0,418.6137807821421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.98212117169703,337.57108840735464,215.76728553912676,1778.6403474616438,225.9901204756312,0.0,218.13563574448327,0.0,0.0,0.0,0.0,0.0,150.45210603128487,0.0,270.1353188053291,0.0,4491.68427452512,212.32478914069367,0.0,0.0,0.0,0.0,0.0,0.0,141.77854511430203,0.0,1154.30005139793,0.0,0.0,0.0,449.5975986457124,892.7709930511941,0.0,0.0,0.0,0.0,0.0,1104.946205533891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-04,50.44076770407328,0.0,0.0,43.23596712171223,0.0,40.25213152213183,0.0,137.7953828061825,0.0,99.36579425707198,395.6253940780235,136.5924946224463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.2598585110128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047.0259587148644,0.0,72.36206265376859,0.0,43.68358789475647,0.0,0.0,0.0,0.0,1753.498216523375,0.0,152.6331680650657,0.0,1096.702297890935,0.0,0.0,810.7589918013307,0.0,0.0,200.88138465574767,0.0,0.0,0.0,249.48738021605297,0.0,233.49938801775653,93.9687126106378,86.02202696738168,0.0,0.0,43.87117990347293,0.0,0.0,0.0,302.90368163833216,60.147729616961165,0.0,70.06690119391011,538.3662832628096,49.87272555421288,77.33172227984996,286.57500118786805,0.0,0.0,0.0,0.0,0.0,0.0,89.66456433124812,0.0,0.0,0.0,108.88848365990016,50.79477158543946,0.0,0.0,0.0,203.90891797596265,371.2353815491195,0.0,1799.416214065645,140.33393144585128,53.07076961658737,154.6600099508479,0.0,0.0,0.0,0.0,150.31288536358153,99.8820902725144,0.0,310.1506102656345,0.0,5344.227001561822,244.8487870233561,48.39550995245102,0.0,66.81586153470379,0.0,0.0,0.0,56.382948779592674,53.792369181294525,902.4352655957308,0.0,0.0,0.0,387.30482166849913,1058.5083419822556,0.0,0.0,0.0,102.7065310742922,0.0,989.1220928362048,55.728926287838775,0.0,60.829181621886505,0.0,0.0,50.56164746397219,0.0,0.0,0.0,51.77481446208419,0.0,116.24544034503236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79384360260968
2004-01-11,0.0,0.0,0.0,0.0,0.0,0.0,40.74264777719701,119.58753462071698,0.0,82.73745632706475,351.1574332994623,72.27507942531392,0.0,0.0,0.0,0.0,0.0,0.0,61.162200183017866,0.0,0.0,204.7007540104157,0.0,0.0,0.0,0.0,0.0,41.56079853041966,0.0,0.0,0.0,1099.0135755941214,0.0,62.59866628063771,0.0,53.81868304532588,0.0,0.0,0.0,0.0,1370.0552674218854,0.0,127.55202546884834,0.0,944.8162370698846,0.0,0.0,644.6305176053501,0.0,0.0,176.92196037377653,0.0,0.0,0.0,249.0041504605572,0.0,186.69559989394364,77.46751907644497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.6073994298768,0.0,0.0,66.87881092587612,665.2646556779155,0.0,58.71788027676266,307.2246353732872,0.0,0.0,0.0,0.0,0.0,0.0,79.20553700050097,0.0,0.0,0.0,77.32272706070391,33.68956401595583,0.0,0.0,0.0,221.4908901830826,338.62549952758025,62.02571578061863,1574.4674113084511,92.09931086387192,0.0,58.47213279020333,0.0,0.0,0.0,0.0,94.68417037648264,78.12651875203414,0.0,176.76119806010942,0.0,4939.930161638092,295.1417340629232,0.0,0.0,35.28309277521894,0.0,0.0,0.0,36.637229287136,0.0,844.9321605107183,0.0,0.0,49.64468480624472,460.1430364854335,1075.6733855753969,33.55459599836758,35.49636442396954,0.0,94.53068921855802,0.0,926.2794252265288,32.8994983595678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.02854167071564,0.0,0.0,36.565071272170144,0.0,0.0,41.30202543673191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-18,0.0,0.0,0.0,0.0,0.0,40.80864761492362,0.0,86.95591911366537,0.0,70.01198915412688,275.16911668957783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.75027308182042,0.0,0.0,206.28288049267616,0.0,0.0,35.10979974151286,0.0,0.0,0.0,0.0,0.0,0.0,995.9819077179012,0.0,38.94475560015272,0.0,36.07831000075259,0.0,0.0,0.0,0.0,1423.5829310701042,0.0,168.17305919192123,0.0,912.8553517977972,0.0,0.0,609.1000360293204,0.0,0.0,196.69866707804556,0.0,37.12330413833715,0.0,230.908769100244,0.0,121.9268798488708,57.314922735003954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.4184216552583,0.0,0.0,99.57288086608676,540.9319966491872,0.0,70.16469340837655,292.4102971087702,0.0,0.0,0.0,0.0,0.0,0.0,53.6161351431274,0.0,0.0,0.0,72.91746007816539,0.0,0.0,0.0,0.0,212.22536654181908,308.72044533823714,49.1241053943702,1934.7881432903057,130.55862635477723,0.0,89.11369672471078,0.0,0.0,0.0,0.0,70.49814815064616,111.330852827531,0.0,141.69668857514324,0.0,6044.970505976261,280.57539094403575,0.0,0.0,37.487232931493146,0.0,0.0,33.14407094000104,51.24071661145344,0.0,716.9226536348704,0.0,0.0,51.29947259844717,331.3537388867858,1060.650114111491,0.0,0.0,0.0,85.23832259290909,0.0,832.8613112241304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.83165731532891,0.0,80.9761632319516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-25,37.959236060440325,0.0,0.0,0.0,0.0,0.0,0.0,110.4216009396509,0.0,54.42933156482437,283.3332372148584,49.41212053155953,0.0,0.0,0.0,0.0,0.0,0.0,38.54881815362259,0.0,0.0,166.26306756175023,68.66160317759837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.2965847848543,42.24753692909854,50.389554894563766,0.0,77.1071269150185,0.0,0.0,0.0,0.0,1284.935465418193,0.0,200.1017980596057,0.0,812.7205991083428,0.0,0.0,666.1832097026903,0.0,0.0,188.39523278621155,0.0,0.0,0.0,298.037860788122,0.0,101.3806717026996,57.75778844846645,0.0,0.0,0.0,31.578648724987797,0.0,0.0,40.55241448172755,252.570805544038,0.0,0.0,47.75062141996514,680.9997948212256,0.0,65.2807429369143,303.5696680930095,0.0,43.88999907322993,0.0,0.0,0.0,0.0,60.95104938661418,0.0,39.87987298095501,0.0,59.85465827636756,0.0,0.0,0.0,0.0,170.3500217202817,327.6470697744746,49.940451323920975,1741.0904508901965,117.42123149697072,0.0,102.09305538685352,0.0,0.0,0.0,0.0,96.68058610267536,83.43231910112384,0.0,168.5949615762965,0.0,8462.321943301875,262.595346760508,0.0,32.1388876754414,0.0,0.0,0.0,0.0,69.94950776199744,0.0,757.4999304869064,0.0,0.0,139.42912440609632,421.2079495111368,1082.7814420470274,0.0,34.78792877175462,0.0,123.85389451096894,0.0,833.833846704611,41.47173099119018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7322508608595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.60535121718878
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.29187497382068,0.0,52.86295665160113,279.448579552394,35.52975082387342,0.0,0.0,0.0,0.0,0.0,0.0,45.20945285037023,0.0,0.0,180.85668362583712,73.58831975261944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.4063825881756,0.0,33.604056549030346,0.0,79.1745968374663,0.0,0.0,0.0,0.0,1127.820214430584,0.0,188.19996564803355,0.0,910.713747293274,0.0,0.0,572.6382194322377,0.0,0.0,157.94361448156832,0.0,0.0,0.0,261.94922833092454,0.0,98.15831884522504,65.28467976315882,0.0,0.0,0.0,38.27937902225104,0.0,0.0,0.0,297.9056368784226,0.0,0.0,45.742082025298565,601.5790857517226,0.0,63.313595013123376,312.77990523007696,0.0,0.0,0.0,0.0,0.0,0.0,52.71907899113557,0.0,0.0,0.0,46.952086222952296,0.0,0.0,0.0,0.0,224.66409505656625,389.945651148089,42.98096824119019,1800.8684447700268,97.21046564924433,0.0,84.17099841148838,0.0,0.0,0.0,0.0,65.73856659682876,90.32735836075176,0.0,164.00717453233997,0.0,6088.061000821736,285.5769284721319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.4064502076909,0.0,0.0,167.47344545591605,407.0434772012836,1155.9113766992964,0.0,0.0,0.0,178.26727866630966,0.0,846.733901659655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.61226817522012,0.0,64.54921596985612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89826580075167,0.0,89.18061882451971,279.7737722006953,57.3067011145719,0.0,0.0,0.0,0.0,0.0,0.0,36.12502414987739,0.0,0.0,172.47674920676238,104.13806437514408,0.0,0.0,0.0,39.06073049713645,0.0,0.0,0.0,0.0,1047.1714704051838,0.0,0.0,0.0,41.441594922109495,0.0,0.0,0.0,0.0,1239.8296408109215,0.0,159.38583901847767,0.0,965.9941311459048,0.0,0.0,628.3651399974634,0.0,0.0,191.48226799970055,0.0,0.0,0.0,235.05043754094177,0.0,85.59987428666253,94.33327103392448,0.0,0.0,0.0,33.65601058258284,0.0,0.0,35.302467380962355,315.7001364359748,0.0,0.0,65.97255835290031,694.9581546833612,0.0,92.66549352606366,293.50579652890536,0.0,0.0,0.0,0.0,0.0,0.0,71.52216646232853,33.765711000824844,0.0,0.0,75.05598793894497,40.28654132511737,0.0,0.0,0.0,201.44416026458453,399.4747372407746,74.29032273002122,1859.788825660481,94.63839531163474,0.0,58.00507375334056,0.0,0.0,0.0,0.0,67.86489616221587,69.43728120017568,0.0,188.2070403090116,0.0,7443.958349400978,249.0956807862292,0.0,0.0,45.89699068233226,0.0,0.0,0.0,73.57433015191604,0.0,725.3515239469292,0.0,0.0,181.4864503075437,476.1885288052104,1188.006404813679,0.0,0.0,0.0,111.21543395696466,0.0,861.4505166415609,47.941514137460885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.3327406570114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.82345754851586,0.0,71.10770027998346,287.078094661217,48.83116712182619,0.0,0.0,0.0,0.0,0.0,0.0,90.73420216257009,0.0,0.0,169.98143391775253,69.08053741383144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.6508038901077,0.0,0.0,0.0,47.35690474141511,0.0,0.0,0.0,0.0,1138.32650697261,0.0,159.59669294053865,0.0,906.8714514749278,40.99955711444063,0.0,608.6311759572883,0.0,0.0,213.26622530635865,0.0,0.0,0.0,220.06208312865965,0.0,77.78487200024921,84.56967581661493,0.0,0.0,0.0,0.0,37.09608997376642,0.0,0.0,279.12838959202804,0.0,0.0,49.50137187605704,639.2561033550651,0.0,72.59067795805291,320.6631715253815,0.0,0.0,0.0,0.0,33.69553971922805,0.0,72.02995167543406,0.0,0.0,0.0,62.13549412356242,0.0,0.0,0.0,0.0,250.5332469967536,353.637946552488,66.60902322178495,1851.6903297294523,171.81416691899716,0.0,36.44716268598826,0.0,0.0,0.0,0.0,64.66077446209731,93.4917349641562,0.0,123.57935209123872,0.0,5964.825325640243,287.63600318793124,0.0,0.0,0.0,0.0,0.0,0.0,58.785733815849774,0.0,724.888080982631,0.0,0.0,114.6691073582212,438.1929835137205,1034.5228643423914,0.0,0.0,0.0,91.48076739525736,0.0,935.4660737987268,59.28438874274281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.911940064453965,0.0,95.54548351346536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25464450883232
2004-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.83610598803872,0.0,58.49900030532928,325.1202995277101,44.10991730442343,0.0,0.0,0.0,0.0,0.0,0.0,31.51394090380997,0.0,0.0,187.81297992692163,64.84071360198756,0.0,0.0,0.0,30.629361316810304,38.024237535485526,0.0,0.0,0.0,970.5777500386836,30.7634950716726,0.0,0.0,53.096537027222254,61.565564010403655,0.0,0.0,0.0,1195.965087365916,45.16685288145,172.87384722589164,0.0,854.6033342413243,0.0,0.0,648.0392771974127,0.0,0.0,191.57077565367723,0.0,0.0,0.0,190.148419095019,0.0,68.662256331312,93.54184246740898,0.0,0.0,0.0,38.974369575994935,46.04485962792414,0.0,32.58520029513837,275.27706584477187,0.0,0.0,54.728681170131146,707.5414530851277,0.0,54.39572588315494,311.9013103134846,0.0,0.0,0.0,0.0,0.0,0.0,56.66069547202423,0.0,0.0,0.0,64.93873369020889,0.0,0.0,0.0,0.0,245.43211815139065,323.3250312979092,42.34162807043691,1756.1537425926597,129.0258802782133,0.0,62.37621932219214,0.0,0.0,0.0,0.0,94.61839112446236,94.943047115517,47.46767305048301,135.6141773546122,0.0,6438.888012059137,234.2738640098872,0.0,0.0,0.0,0.0,0.0,0.0,32.824262283426364,0.0,791.0180700958222,0.0,0.0,99.45787795879396,505.1365728257903,1159.9798298495211,0.0,0.0,0.0,67.83837622815615,0.0,879.4251918320176,54.87138874464905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.57720681659724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.56822275948543
2004-02-29,72.04799133789659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.00322241527766,310.49057598607465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.26150870326025,0.0,0.0,179.6531859261307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0760260761165,0.0,0.0,0.0,107.57817095086132,0.0,0.0,0.0,0.0,1084.8446943758777,0.0,164.73571299870295,0.0,917.4489798839604,0.0,0.0,596.7960464390372,0.0,0.0,196.69522539655216,0.0,0.0,0.0,248.17418698356207,0.0,53.677521638105695,85.54465913131772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5618232356009,0.0,0.0,70.29181643734564,677.5330593200098,0.0,0.0,341.5050457017323,0.0,0.0,0.0,0.0,0.0,0.0,85.68494681608432,0.0,0.0,0.0,60.01430502801106,0.0,0.0,0.0,0.0,285.3575259453369,358.1850574567514,77.4702186279799,1794.8855647627684,130.35763007660253,0.0,84.58197503413872,0.0,0.0,0.0,0.0,0.0,92.39118140040956,0.0,132.57270678695332,0.0,7668.518785928843,284.6556403102655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0925151666623,0.0,0.0,0.0,441.9491818801562,1068.6681845430355,0.0,0.0,0.0,155.9312087079754,0.0,842.7272059177758,0.0,0.0,59.09596161734149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0819501211819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
