"time_value","geo_type","geo_value","rsv_pct_positive","flu_pct_positive","sarscov2_pct_positive","Season"
"2020-08-22","territory","yk",0,0,NA,"2019-2020"
"2020-01-04","region","prairies",4.7,31.6,NA,"2019-2020"
"2020-01-04","region","territories",0,8.5,NA,"2019-2020"
"2019-10-19","region","prairies",0.2,2,NA,"2019-2020"
"2020-05-09","region","territories",0.7,1.2,NA,"2019-2020"
"2019-09-07","province","qc",0.2,1.1,NA,"2019-2020"
"2020-01-11","nation","ca",8.6,25.2,NA,"2019-2020"
"2020-07-18","province","on",0,0.65,NA,"2019-2020"
"2020-06-20","province","on",0.48,0,NA,"2019-2020"
"2020-03-21","region","prairies",2.1,6.8,NA,"2019-2020"
"2020-01-11","province","bc",9.9,20.5,NA,"2019-2020"
"2020-07-18","province","qc",0,0,NA,"2019-2020"
"2019-10-19","region","atlantic",0,1.1,NA,"2019-2020"
"2020-05-16","nation","ca",0.1,0.2,NA,"2019-2020"
"2020-01-11","province","on",7.8,23.6,NA,"2019-2020"
"2020-07-18","region","atlantic",0,0,NA,"2019-2020"
"2020-03-21","region","atlantic",4.5,11.8,NA,"2019-2020"
"2020-01-11","province","qc",8.6,27.3,NA,"2019-2020"
"2019-10-19","province","qc",1.2,2.8,NA,"2019-2020"
"2019-09-21","province","qc",0.9,0.5,NA,"2019-2020"
"2020-01-11","region","atlantic",19.3,14.5,NA,"2019-2020"
"2020-01-11","region","prairies",4.7,28.7,NA,"2019-2020"
"2020-05-16","province","bc",0,0,NA,"2019-2020"
"2020-04-18","region","prairies",0.2,0,NA,"2019-2020"
"2020-03-21","province","qc",6.8,11.5,NA,"2019-2020"
"2019-09-07","province","on",1.2,1.6,NA,"2019-2020"
"2019-10-19","province","on",1.1,0.3,NA,"2019-2020"
"2020-01-11","region","territories",0.9,9.6,NA,"2019-2020"
"2020-05-16","province","on",0.3,1.5,NA,"2019-2020"
"2020-07-18","region","prairies",0.03,0,NA,"2019-2020"
"2020-01-18","nation","ca",8.6,26.5,NA,"2019-2020"
"2020-03-21","region","territories",0.7,5.3,NA,"2019-2020"
"2020-05-09","region","prairies",0.2,0,NA,"2019-2020"
"2019-10-19","province","bc",1.3,2.8,NA,"2019-2020"
"2019-10-19","region","territories",0,1.1,NA,"2019-2020"
"2020-05-09","province","bc",0.4,0.1,NA,"2019-2020"
"2020-07-11","region","prairies",0,0,NA,"2019-2020"
"2020-03-28","province","qc",4.4,2.5,NA,"2019-2020"
"2019-12-28","province","on",10.3,20.9,NA,"2019-2020"
"2020-07-11","region","territories",0,0,NA,"2019-2020"
"2020-06-20","region","atlantic",0.1,0.1,NA,"2019-2020"
"2019-12-28","province","qc",9.5,32.6,NA,"2019-2020"
"2019-10-26","province","on",1.2,0.8,NA,"2019-2020"
"2020-05-09","province","on",0.3,0.5,NA,"2019-2020"
"2020-03-28","province","on",3,2.2,NA,"2019-2020"
"2019-12-28","region","atlantic",19.6,11.7,NA,"2019-2020"
"2019-12-28","region","prairies",3.4,35,NA,"2019-2020"
"2019-12-28","region","territories",0,9.5,NA,"2019-2020"
"2020-06-20","province","qc",0,0,NA,"2019-2020"
"2019-10-26","province","bc",0.7,3.7,NA,"2019-2020"
"2019-09-21","province","on",0.6,0.7,NA,"2019-2020"
"2019-09-07","region","atlantic",0,2.2,NA,"2019-2020"
"2020-03-28","province","bc",2,2,NA,"2019-2020"
"2020-01-04","nation","ca",9.3,26.1,NA,"2019-2020"
"2020-05-09","province","qc",0,0.5,NA,"2019-2020"
"2020-01-04","province","bc",10.4,16.7,NA,"2019-2020"
"2020-07-18","nation","ca",0.01,0.05,NA,"2019-2020"
"2019-10-26","nation","ca",0.9,1.9,NA,"2019-2020"
"2020-07-18","province","bc",0,0,NA,"2019-2020"
"2020-05-09","region","atlantic",0.2,0,NA,"2019-2020"
"2020-03-28","nation","ca",2.5,2.5,NA,"2019-2020"
"2020-01-04","province","on",8.8,25.2,NA,"2019-2020"
"2020-01-04","province","qc",9.6,28.8,NA,"2019-2020"
"2020-01-04","region","atlantic",14.8,13.6,NA,"2019-2020"
"2020-07-18","region","territories",0,0,NA,"2019-2020"
"2020-01-18","province","bc",10.5,19.9,NA,"2019-2020"
"2020-07-11","region","atlantic",0,0,NA,"2019-2020"
"2019-09-07","nation","ca",0.4,1.2,NA,"2019-2020"
"2019-10-12","province","qc",1.6,2.1,NA,"2019-2020"
"2020-05-23","province","bc",0,0.04,NA,"2019-2020"
"2020-02-01","nation","ca",8.6,29.7,NA,"2019-2020"
"2020-07-25","region","atlantic",0,0,NA,"2019-2020"
"2020-02-01","province","bc",9.4,27.4,NA,"2019-2020"
"2020-07-25","region","prairies",0,0,NA,"2019-2020"
"2019-10-12","province","on",0.6,0.2,NA,"2019-2020"
"2020-05-23","province","on",0.6,1.02,NA,"2019-2020"
"2020-07-25","region","territories",0,0,NA,"2019-2020"
"2020-02-01","province","on",6.2,21.8,NA,"2019-2020"
"2020-06-13","region","territories",0.47,0,NA,"2019-2020"
"2020-03-14","region","prairies",3.4,13.1,NA,"2019-2020"
"2020-02-01","province","qc",10.3,33.9,NA,"2019-2020"
"2020-05-23","province","qc",0,0,NA,"2019-2020"
"2020-02-01","region","atlantic",12.5,24.8,NA,"2019-2020"
"2020-02-01","region","prairies",5.8,31.2,NA,"2019-2020"
"2019-10-12","province","bc",0.5,3.3,NA,"2019-2020"
"2020-02-01","region","territories",1.6,17.3,NA,"2019-2020"
"2019-09-21","region","prairies",0,1.4,NA,"2019-2020"
"2020-02-08","nation","ca",8.7,29.7,NA,"2019-2020"
"2019-08-31","region","territories",0,0,NA,"2019-2020"
"2020-05-23","region","atlantic",0,0.22,NA,"2019-2020"
"2020-08-01","nation","ca",0.02,0.02,NA,"2019-2020"
"2020-08-01","province","bc",0,0,NA,"2019-2020"
"2020-03-14","region","atlantic",8.7,29.3,NA,"2019-2020"
"2020-02-08","province","bc",7.3,25,NA,"2019-2020"
"2019-10-12","nation","ca",0.7,1.5,NA,"2019-2020"
"2020-05-23","region","prairies",0.1,0.02,NA,"2019-2020"
"2020-02-08","province","on",6.4,19,NA,"2019-2020"
"2020-07-25","province","qc",1.1,0,NA,"2019-2020"
"2020-01-25","region","territories",1,15.6,NA,"2019-2020"
"2020-05-16","province","qc",0,0.7,NA,"2019-2020"
"2020-01-25","region","prairies",4.9,27.5,NA,"2019-2020"
"2020-07-25","nation","ca",0.02,0.03,NA,"2019-2020"
"2020-03-21","province","on",3,4.4,NA,"2019-2020"
"2020-01-18","province","on",8.3,24,NA,"2019-2020"
"2020-01-18","province","qc",10.1,29.8,NA,"2019-2020"
"2020-06-20","province","bc",0,0.15,NA,"2019-2020"
"2020-01-18","region","atlantic",14.3,15.3,NA,"2019-2020"
"2019-10-19","nation","ca",0.8,1.9,NA,"2019-2020"
"2020-05-16","region","atlantic",0.2,0,NA,"2019-2020"
"2020-03-21","province","bc",2.7,6.9,NA,"2019-2020"
"2020-01-18","region","prairies",4.2,28,NA,"2019-2020"
"2020-01-18","region","territories",1,17.4,NA,"2019-2020"
"2019-10-12","region","territories",0,2.5,NA,"2019-2020"
"2019-09-07","province","bc",0.4,1.2,NA,"2019-2020"
"2020-06-20","nation","ca",0.06,0.07,NA,"2019-2020"
"2020-01-25","nation","ca",8.8,27.9,NA,"2019-2020"
"2020-07-25","province","bc",0,0,NA,"2019-2020"
"2020-05-16","region","prairies",0.1,0.1,NA,"2019-2020"
"2019-09-21","region","atlantic",0,0,NA,"2019-2020"
"2020-01-25","province","bc",10.8,25.1,NA,"2019-2020"
"2020-07-25","province","on",0,0.41,NA,"2019-2020"
"2020-03-21","nation","ca",3,7.3,NA,"2019-2020"
"2020-01-25","province","on",6.4,22.7,NA,"2019-2020"
"2019-10-12","region","prairies",0.3,1.2,NA,"2019-2020"
"2020-05-16","region","territories",0.7,0,NA,"2019-2020"
"2020-01-25","province","qc",10.6,33,NA,"2019-2020"
"2020-01-25","region","atlantic",14.7,17.7,NA,"2019-2020"
"2019-10-12","region","atlantic",0,0.5,NA,"2019-2020"
"2020-05-23","nation","ca",0.1,0.11,NA,"2019-2020"
"2020-03-14","region","territories",0.9,7.8,NA,"2019-2020"
"2019-10-26","province","qc",1.5,2,NA,"2019-2020"
"2019-12-28","province","bc",10.8,16.9,NA,"2019-2020"
"2020-02-08","province","qc",10.8,35.9,NA,"2019-2020"
"2020-04-11","region","territories",1.9,0.6,NA,"2019-2020"
"2020-07-04","province","bc",0,0,NA,"2019-2020"
"2019-11-30","nation","ca",5.5,8.1,NA,"2019-2020"
"2019-11-09","region","atlantic",0,2.1,NA,"2019-2020"
"2020-04-25","province","qc",1.3,0.3,NA,"2019-2020"
"2020-04-11","region","prairies",0.8,0.1,NA,"2019-2020"
"2019-11-30","province","bc",3.8,4.3,NA,"2019-2020"
"2020-06-27","province","on",0.24,0,NA,"2019-2020"
"2020-04-11","region","atlantic",1.4,0.2,NA,"2019-2020"
"2019-11-30","province","on",6,3.8,NA,"2019-2020"
"2019-11-09","province","qc",2.2,1.3,NA,"2019-2020"
"2019-11-30","province","qc",6.3,8.2,NA,"2019-2020"
"2019-09-14","region","territories",0,0,NA,"2019-2020"
"2020-04-11","province","qc",2.3,0.2,NA,"2019-2020"
"2019-11-30","region","atlantic",4.3,1.6,NA,"2019-2020"
"2019-09-14","province","on",0.5,0.5,NA,"2019-2020"
"2019-11-09","province","on",2.4,1.2,NA,"2019-2020"
"2020-04-25","region","atlantic",0.6,0,NA,"2019-2020"
"2020-07-04","province","on",0,0.22,NA,"2019-2020"
"2019-11-30","region","prairies",2,17.1,NA,"2019-2020"
"2019-11-09","province","bc",3,1,NA,"2019-2020"
"2020-07-04","province","qc",2.22,1.12,NA,"2019-2020"
"2020-04-25","region","prairies",0.3,0,NA,"2019-2020"
"2020-04-11","province","on",1.5,0.8,NA,"2019-2020"
"2019-11-30","region","territories",0,0,NA,"2019-2020"
"2020-07-04","region","atlantic",0.11,0,NA,"2019-2020"
"2020-04-11","province","bc",0.7,0.2,NA,"2019-2020"
"2019-12-07","nation","ca",6.5,9.4,NA,"2019-2020"
"2019-11-09","nation","ca",1.9,2.9,NA,"2019-2020"
"2020-04-25","region","territories",0.9,2.4,NA,"2019-2020"
"2019-11-23","region","territories",1.4,0,NA,"2019-2020"
"2020-06-27","province","qc",0,0,NA,"2019-2020"
"2020-04-11","nation","ca",0.9,0.2,NA,"2019-2020"
"2020-07-04","nation","ca",0.05,0.04,NA,"2019-2020"
"2019-11-16","province","qc",2.9,2.3,NA,"2019-2020"
"2019-11-16","region","atlantic",0.7,2.4,NA,"2019-2020"
"2020-04-18","region","atlantic",1.4,0.1,NA,"2019-2020"
"2019-11-16","region","prairies",0.8,9.6,NA,"2019-2020"
"2020-06-27","region","atlantic",0,0,NA,"2019-2020"
"2019-11-16","province","on",2.9,1.8,NA,"2019-2020"
"2020-04-18","region","territories",0.8,0,NA,"2019-2020"
"2020-04-18","province","qc",1.3,0,NA,"2019-2020"
"2019-11-16","region","territories",0,1.5,NA,"2019-2020"
"2019-09-14","region","atlantic",0,0,NA,"2019-2020"
"2019-09-14","region","prairies",0.1,0.5,NA,"2019-2020"
"2019-11-23","nation","ca",3.6,5,NA,"2019-2020"
"2020-06-27","region","territories",0.49,0,NA,"2019-2020"
"2019-11-16","province","bc",2.9,3.7,NA,"2019-2020"
"2020-04-25","nation","ca",0.3,0.1,NA,"2019-2020"
"2020-04-18","province","on",0.9,0.3,NA,"2019-2020"
"2019-11-23","province","bc",3.5,2.6,NA,"2019-2020"
"2019-11-23","province","on",4.3,2.6,NA,"2019-2020"
"2019-11-16","nation","ca",2.2,4.1,NA,"2019-2020"
"2020-04-25","province","bc",0.2,0,NA,"2019-2020"
"2020-04-18","province","bc",0.7,0,NA,"2019-2020"
"2019-11-23","province","qc",3.6,4.3,NA,"2019-2020"
"2019-11-09","region","territories",0,0,NA,"2019-2020"
"2020-04-18","nation","ca",0.5,0.1,NA,"2019-2020"
"2019-11-23","region","atlantic",2.5,2.2,NA,"2019-2020"
"2019-11-23","region","prairies",0.6,10.5,NA,"2019-2020"
"2019-11-09","region","prairies",0.5,8.1,NA,"2019-2020"
"2020-04-25","province","on",0.6,0.4,NA,"2019-2020"
"2019-09-14","province","qc",0.6,0.8,NA,"2019-2020"
"2019-12-07","province","bc",4.5,7.1,NA,"2019-2020"
"2019-12-07","province","on",7.5,5.6,NA,"2019-2020"
"2019-09-07","region","prairies",0,0.8,NA,"2019-2020"
"2019-11-02","province","bc",1.5,2.6,NA,"2019-2020"
"2020-05-02","region","atlantic",0.5,0.2,NA,"2019-2020"
"2020-04-04","province","bc",1.5,0.3,NA,"2019-2020"
"2019-12-14","region","territories",0,6.4,NA,"2019-2020"
"2020-06-20","region","territories",0.49,0,NA,"2019-2020"
"2019-12-21","nation","ca",9.3,21,NA,"2019-2020"
"2019-11-02","nation","ca",1.3,2.1,NA,"2019-2020"
"2020-05-02","region","prairies",0.3,0,NA,"2019-2020"
"2020-04-04","nation","ca",1.8,0.7,NA,"2019-2020"
"2019-12-21","province","bc",10.1,10.2,NA,"2019-2020"
"2019-09-07","region","territories",0,0,NA,"2019-2020"
"2019-12-21","province","on",10.5,14.6,NA,"2019-2020"
"2020-06-20","region","prairies",0,0.06,NA,"2019-2020"
"2020-07-11","province","on",0,0.36,NA,"2019-2020"
"2019-09-21","province","bc",0,3.4,NA,"2019-2020"
"2020-03-28","region","territories",0.8,3,NA,"2019-2020"
"2019-12-21","province","qc",9.6,24.5,NA,"2019-2020"
"2020-07-11","province","qc",0,0,NA,"2019-2020"
"2019-10-26","region","territories",0,1.8,NA,"2019-2020"
"2019-12-21","region","atlantic",14.2,9,NA,"2019-2020"
"2020-05-02","region","territories",0.4,0.6,NA,"2019-2020"
"2020-03-28","region","prairies",1.7,1.7,NA,"2019-2020"
"2019-12-21","region","prairies",2.4,30.7,NA,"2019-2020"
"2019-10-26","region","prairies",0.2,2.4,NA,"2019-2020"
"2019-08-31","nation","ca",0.4,1.4,NA,"2019-2020"
"2019-12-21","region","territories",0,2.9,NA,"2019-2020"
"2019-10-26","region","atlantic",0,0,NA,"2019-2020"
"2020-05-09","nation","ca",0.3,0.1,NA,"2019-2020"
"2020-03-28","region","atlantic",5.3,5.5,NA,"2019-2020"
"2019-12-28","nation","ca",9.6,27.7,NA,"2019-2020"
"2019-12-14","region","prairies",1.9,26.1,NA,"2019-2020"
"2020-07-11","province","bc",0,0,NA,"2019-2020"
"2020-06-27","province","bc",0,0,NA,"2019-2020"
"2019-12-14","region","atlantic",11.8,4.3,NA,"2019-2020"
"2019-11-02","region","territories",0,4.9,NA,"2019-2020"
"2019-12-07","province","qc",6.9,9.2,NA,"2019-2020"
"2020-05-02","nation","ca",0.3,0.1,NA,"2019-2020"
"2019-09-14","province","bc",0,6.5,NA,"2019-2020"
"2020-04-04","region","territories",0.4,1.7,NA,"2019-2020"
"2019-12-07","region","atlantic",6.3,2.7,NA,"2019-2020"
"2020-07-04","region","prairies",0,0,NA,"2019-2020"
"2020-06-27","nation","ca",0.04,0,NA,"2019-2020"
"2019-11-02","region","prairies",0.4,4.1,NA,"2019-2020"
"2020-04-04","region","prairies",1.6,0.8,NA,"2019-2020"
"2020-07-04","region","territories",0,0,NA,"2019-2020"
"2019-12-07","region","prairies",2.2,17.6,NA,"2019-2020"
"2019-09-21","nation","ca",0.4,1.2,NA,"2019-2020"
"2019-12-07","region","territories",0,1.2,NA,"2019-2020"
"2019-11-02","region","atlantic",1.1,1.1,NA,"2019-2020"
"2020-05-02","province","bc",0.2,0.1,NA,"2019-2020"
"2020-04-04","region","atlantic",3.4,1.7,NA,"2019-2020"
"2019-12-14","nation","ca",6.8,15.7,NA,"2019-2020"
"2019-12-14","province","bc",6.7,8.1,NA,"2019-2020"
"2019-11-02","province","qc",2,1.4,NA,"2019-2020"
"2020-05-02","province","on",0.7,0.5,NA,"2019-2020"
"2019-09-14","nation","ca",0.3,1.1,NA,"2019-2020"
"2020-04-04","province","qc",3.7,1.6,NA,"2019-2020"
"2019-12-14","province","on",9.1,8.1,NA,"2019-2020"
"2019-11-02","province","on",1.6,0.7,NA,"2019-2020"
"2020-07-11","nation","ca",0,0.04,NA,"2019-2020"
"2020-05-02","province","qc",0,0,NA,"2019-2020"
"2019-12-14","province","qc",7.6,16.8,NA,"2019-2020"
"2020-04-04","province","on",1.9,0.9,NA,"2019-2020"
"2020-08-01","province","on",0.2,0,NA,"2019-2020"
"2020-06-27","region","prairies",0.03,0,NA,"2019-2020"
"2019-09-28","region","territories",0,20,NA,"2019-2020"
"2020-02-29","nation","ca",7.4,25.6,NA,"2019-2020"
"2020-08-22","province","bc",0,0,NA,"2019-2020"
"2020-02-29","province","on",4.1,13.7,NA,"2019-2020"
"2020-03-14","province","on",3.7,8.1,NA,"2019-2020"
"2020-02-15","province","on",6,16.6,NA,"2019-2020"
"2020-08-22","province","ab",0,0,NA,"2019-2020"
"2020-08-22","nation","ca",0.1,0,NA,"2019-2020"
"2020-02-22","province","qc",9.8,31.6,NA,"2019-2020"
"2019-10-05","nation","ca",0.6,1.3,NA,"2019-2020"
"2019-08-31","province","bc",0,3.5,NA,"2019-2020"
"2019-09-21","region","territories",0,0,NA,"2019-2020"
"2020-02-15","province","qc",10.5,35.4,NA,"2019-2020"
"2020-06-06","province","qc",0,0,NA,"2019-2020"
"2020-03-07","province","bc",5.1,19.8,NA,"2019-2020"
"2020-08-22","province","mb",0.24,0,NA,"2019-2020"
"2020-08-22","province","nb",0,0,NA,"2019-2020"
"2019-09-28","region","atlantic",0.5,0.5,NA,"2019-2020"
"2020-08-22","province","pe",0,0,NA,"2019-2020"
"2020-08-22","region","atlantic",1.03,0,NA,"2019-2020"
"2020-08-22","province","sk",0,0,NA,"2019-2020"
"2020-08-22","province","qc",0,0,NA,"2019-2020"
"2020-02-22","region","atlantic",15.3,35.5,NA,"2019-2020"
"2020-08-01","region","prairies",0,0,NA,"2019-2020"
"2020-06-13","region","atlantic",0.25,0,NA,"2019-2020"
"2020-05-30","province","bc",0,0,NA,"2019-2020"
"2020-08-22","province","on",0.26,0,NA,"2019-2020"
"2020-02-29","province","bc",8.4,29.9,NA,"2019-2020"
"2019-10-05","region","atlantic",0,0,NA,"2019-2020"
"2020-08-22","province","ns",0,0,NA,"2019-2020"
"2020-08-22","province","nl",1.19,0,NA,"2019-2020"
"2020-02-15","region","atlantic",12.6,27.5,NA,"2019-2020"
"2020-06-06","region","prairies",0,0.07,NA,"2019-2020"
"2019-09-28","province","qc",0.8,0.3,NA,"2019-2020"
"2020-08-15","province","qc",0,0,NA,"2019-2020"
"2020-02-22","nation","ca",8.5,27.9,NA,"2019-2020"
"2020-08-15","province","on",0,1.21,NA,"2019-2020"
"2020-02-29","province","qc",9,29.4,NA,"2019-2020"
"2020-08-08","province","qc",0,0,NA,"2019-2020"
"2020-08-08","nation","ca",0.04,0,NA,"2019-2020"
"2020-05-30","region","prairies",0.02,0,NA,"2019-2020"
"2020-08-15","region","territories",0,0,NA,"2019-2020"
"2020-06-13","province","qc",0,0,NA,"2019-2020"
"2019-10-05","province","on",0.3,0.6,NA,"2019-2020"
"2020-08-08","province","bc",0,0,NA,"2019-2020"
"2020-08-08","province","on",0.22,0,NA,"2019-2020"
"2019-10-05","province","bc",0.6,4.6,NA,"2019-2020"
"2020-05-30","region","atlantic",0.19,0,NA,"2019-2020"
"2020-08-15","region","prairies",0,0.03,NA,"2019-2020"
"2020-06-06","region","atlantic",0,0,NA,"2019-2020"
"2019-08-31","region","atlantic",0,1.1,NA,"2019-2020"
"2019-08-31","province","on",0.6,1.3,NA,"2019-2020"
"2020-05-30","region","territories",0.45,0,NA,"2019-2020"
"2020-02-22","province","on",4.9,16.7,NA,"2019-2020"
"2020-03-07","nation","ca",6.4,20.1,NA,"2019-2020"
"2020-06-13","province","bc",0,0.12,NA,"2019-2020"
"2020-08-15","province","bc",0,0,NA,"2019-2020"
"2020-02-15","region","prairies",6.3,26.5,NA,"2019-2020"
"2019-10-05","province","qc",1,0.4,NA,"2019-2020"
"2020-05-30","province","on",0.19,1.48,NA,"2019-2020"
"2020-02-29","region","atlantic",9.3,34.3,NA,"2019-2020"
"2020-02-29","region","territories",1.5,24.3,NA,"2019-2020"
"2020-02-15","region","territories",0,29.7,NA,"2019-2020"
"2020-02-29","region","prairies",6.4,23.7,NA,"2019-2020"
"2020-02-22","province","bc",6.9,26.2,NA,"2019-2020"
"2020-03-14","province","bc",4.1,14.3,NA,"2019-2020"
"2020-05-30","province","qc",0,0.57,NA,"2019-2020"
"2020-08-01","region","territories",0,0,NA,"2019-2020"
"2020-08-22","region","prairies",0.04,0,NA,"2019-2020"
"2020-06-13","region","prairies",0,0.02,NA,"2019-2020"
"2020-06-06","province","on",0,0.36,NA,"2019-2020"
"2019-08-31","region","prairies",0.4,0.6,NA,"2019-2020"
"2019-09-28","province","bc",1,4.2,NA,"2019-2020"
"2020-05-30","nation","ca",0.05,0.09,NA,"2019-2020"
"2019-09-28","region","prairies",0.1,1,NA,"2019-2020"
"2019-10-05","region","prairies",0.6,1.1,NA,"2019-2020"
"2020-03-07","province","qc",9.4,23.5,NA,"2019-2020"
"2020-08-08","region","atlantic",0,0,NA,"2019-2020"
"2020-02-08","region","territories",3.5,17.3,NA,"2019-2020"
"2020-03-07","region","atlantic",11.9,29.8,NA,"2019-2020"
"2020-02-22","region","territories",1.6,32.7,NA,"2019-2020"
"2020-08-01","region","atlantic",0,0.69,NA,"2019-2020"
"2019-09-28","nation","ca",0.5,1.1,NA,"2019-2020"
"2019-09-28","province","on",0.8,0.5,NA,"2019-2020"
"2020-06-06","nation","ca",0.02,0.08,NA,"2019-2020"
"2020-02-08","region","prairies",5.8,28.3,NA,"2019-2020"
"2020-06-06","region","territories",0.61,0,NA,"2019-2020"
"2020-03-14","province","qc",8.9,15.6,NA,"2019-2020"
"2020-03-07","region","prairies",4.9,20.1,NA,"2019-2020"
"2020-08-08","region","prairies",0.03,0,NA,"2019-2020"
"2020-03-07","region","territories",1,13.2,NA,"2019-2020"
"2020-08-15","nation","ca",0,0.12,NA,"2019-2020"
"2020-06-13","nation","ca",0.07,0.03,NA,"2019-2020"
"2020-05-23","region","territories",0.6,0.63,NA,"2019-2020"
"2020-02-08","region","atlantic",13.3,32.6,NA,"2019-2020"
"2019-10-05","region","territories",0,1.8,NA,"2019-2020"
"2020-08-08","region","territories",0,0,NA,"2019-2020"
"2020-06-06","province","bc",0.05,0.1,NA,"2019-2020"
"2020-02-15","nation","ca",8.5,28.3,NA,"2019-2020"
"2020-08-15","region","atlantic",0,0,NA,"2019-2020"
"2020-08-22","region","territories",0,0,NA,"2019-2020"
"2020-03-14","nation","ca",4.8,14.1,NA,"2019-2020"
"2020-08-22","territory","nu",0,0,NA,"2019-2020"
"2020-08-01","province","qc",0,0,NA,"2019-2020"
"2020-08-22","territory","nt",0,0,NA,"2019-2020"
"2019-08-31","province","qc",0.5,2.4,NA,"2019-2020"
"2020-02-15","province","bc",7.4,24,NA,"2019-2020"
"2020-06-13","province","on",0.4,0.2,NA,"2019-2020"
"2020-02-22","region","prairies",7.7,27,NA,"2019-2020"
"2020-03-07","province","on",3.6,12.9,NA,"2019-2020"
"2020-08-15","province","pe",0,0,NA,"2019-2020"
"2020-08-15","province","ns",0,0,NA,"2019-2020"
"2020-08-15","province","ab",0,0.04,NA,"2019-2020"
"2020-08-15","province","nl",0,0,NA,"2019-2020"
"2020-08-15","province","sk",0,0,NA,"2019-2020"
"2020-08-15","province","nb",0,0,NA,"2019-2020"
"2020-08-15","province","mb",0,0,NA,"2019-2020"
"2020-08-15","territory","yk",0,0,NA,"2019-2020"
"2020-08-15","territory","nu",0,0,NA,"2019-2020"
"2020-08-15","territory","nt",0,0,NA,"2019-2020"
"2020-08-08","province","pe",0,0,NA,"2019-2020"
"2020-08-08","province","ns",0,0,NA,"2019-2020"
"2020-08-08","province","nl",0,0,NA,"2019-2020"
"2020-08-08","province","nb",0,0,NA,"2019-2020"
"2020-08-08","province","mb",0.24,0,NA,"2019-2020"
"2020-08-08","province","ab",0,0,NA,"2019-2020"
"2020-08-08","territory","yk",0,0,NA,"2019-2020"
"2020-08-08","territory","nu",0,0,NA,"2019-2020"
"2020-08-08","province","sk",0,0,NA,"2019-2020"
"2020-08-08","territory","nt",0,0,NA,"2019-2020"
"2020-08-01","province","sk",0,0,NA,"2019-2020"
"2020-08-01","province","pe",0,0,NA,"2019-2020"
"2020-08-01","territory","nt",0,0,NA,"2019-2020"
"2020-08-01","territory","nu",0,0,NA,"2019-2020"
"2020-08-01","territory","yk",0,0,NA,"2019-2020"
"2020-08-01","province","nl",0,0.91,NA,"2019-2020"
"2020-08-01","province","nb",0,0,NA,"2019-2020"
"2020-08-01","province","ab",0,0,NA,"2019-2020"
"2020-08-01","province","ns",0,0,NA,"2019-2020"
"2020-08-01","province","mb",0,0,NA,"2019-2020"
"2020-07-25","province","sk",0,0,NA,"2019-2020"
"2020-07-25","territory","yk",0,0,NA,"2019-2020"
"2020-07-25","territory","nu",0,0,NA,"2019-2020"
"2020-07-25","province","pe",0,0,NA,"2019-2020"
"2020-07-25","province","ab",0,0,NA,"2019-2020"
"2020-07-25","province","mb",0,0,NA,"2019-2020"
"2020-07-25","territory","nt",0,0,NA,"2019-2020"
"2020-07-25","province","nb",0,0,NA,"2019-2020"
"2020-07-25","province","nl",0,0,NA,"2019-2020"
"2020-07-25","province","ns",0,0,NA,"2019-2020"
"2020-07-18","province","pe",0,0,NA,"2019-2020"
"2020-07-18","province","sk",0,0,NA,"2019-2020"
"2020-07-18","province","nl",0,0,NA,"2019-2020"
"2020-07-18","province","nb",0,0,NA,"2019-2020"
"2020-07-18","province","ab",0,0,NA,"2019-2020"
"2020-07-18","province","mb",0.32,0,NA,"2019-2020"
"2020-07-18","province","ns",0,0,NA,"2019-2020"
"2020-07-18","territory","nu",0,0,NA,"2019-2020"
"2020-07-18","territory","yk",0,0,NA,"2019-2020"
"2020-07-18","territory","nt",0,0,NA,"2019-2020"
"2020-07-11","province","pe",0,0,NA,"2019-2020"
"2020-07-11","province","nl",0,0,NA,"2019-2020"
"2020-07-11","province","nb",0,0,NA,"2019-2020"
"2020-07-11","province","ns",0,0,NA,"2019-2020"
"2020-07-11","province","mb",0,0,NA,"2019-2020"
"2020-07-11","province","ab",0,0,NA,"2019-2020"
"2020-07-11","territory","nt",0,0,NA,"2019-2020"
"2020-07-11","territory","nu",0,0,NA,"2019-2020"
"2020-07-11","territory","yk",0,0,NA,"2019-2020"
"2020-07-11","province","sk",0,0,NA,"2019-2020"
"2020-07-04","province","nl",0.11,0,NA,"2019-2020"
"2020-07-04","province","ns",0,0,NA,"2019-2020"
"2020-07-04","province","pe",0,0,NA,"2019-2020"
"2020-07-04","province","nb",0,0,NA,"2019-2020"
"2020-07-04","province","mb",0,0,NA,"2019-2020"
"2020-07-04","province","ab",0,0,NA,"2019-2020"
"2020-07-04","territory","nt",0,0,NA,"2019-2020"
"2020-07-04","territory","nu",0,0,NA,"2019-2020"
"2020-07-04","territory","yk",0,0,NA,"2019-2020"
"2020-07-04","province","sk",0,0,NA,"2019-2020"
"2020-06-27","province","ab",0,0,NA,"2019-2020"
"2020-06-27","province","pe",0,0,NA,"2019-2020"
"2020-06-27","province","ns",0,0,NA,"2019-2020"
"2020-06-27","province","nl",0,0,NA,"2019-2020"
"2020-06-27","province","nb",0,0,NA,"2019-2020"
"2020-06-27","province","mb",0.32,0,NA,"2019-2020"
"2020-06-27","territory","yk",0,0,NA,"2019-2020"
"2020-06-27","territory","nu",1.75,0,NA,"2019-2020"
"2020-06-27","territory","nt",0,0,NA,"2019-2020"
"2020-06-27","province","sk",0,0,NA,"2019-2020"
